respondent_id,credential_motivation,motivation_type,community_feature_appeal,subscription_wtp,subscription_wtp_numeric,artbox_wtp,artbox_wtp_numeric,purchase_style,session_format_preference,preferred_session_duration,tech_comfort_score_s2,concept_nps_score,top_valued_feature,gifting_intent,open_conversion_requirement,referral_propensity,subscription_intent_label
AURA_0580,Strong_Yes,Intrinsic_Skill,Neutral,Above_499,599,299_499,399,Impulse,Meditative,60_min,5,7,Indian_Art_Content,Probably,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_1580,Moderate,Quality_Time,Yes_Somewhat,99_199,149,499_799,649,Planned,Guided_Freestyle,90_min,4,9,Pod_Aesthetics,Definitely,The artwork should be worth showing — printable quality,Maybe,Try_Free_Trial
AURA_1425,Moderate,Social_Content,Yes_Somewhat,99_199,149,499_799,649,Impulse,Guided_Stepwise,60_min,3,7,Community_Gallery,Maybe,"The pod should feel like a premium spa, not a DIY store",Maybe,Try_Free_Trial
AURA_0843,Strong_Yes,Intrinsic_Skill,Yes_Strongly,99_199,149,299_499,399,Impulse,Meditative,60_min,4,8,Supply_Quality,Probably,The AI coaching should feel like a real teacher,No,Not_Interested_Sub
AURA_1221,Strong_Yes,Quality_Time,Neutral,Below_99,60,799_1199,999,Impulse,Guided_Stepwise,45_min,4,8,AI_Coaching,Probably,"I want to learn Madhubani properly, not just doodle",Definitely,Try_Free_Trial
AURA_0502,Moderate,Wellness,No,99_199,149,499_799,649,Planned,Guided_Stepwise,90_min,5,7,Community_Gallery,Maybe,Need to support Hindi language tutorials,Definitely,Pay_Per_Session
AURA_0872,Strong_Yes,Status_Signal,Yes_Somewhat,99_199,149,299_499,399,Offer_Driven,Guided_Freestyle,45_min,4,8,Pod_Aesthetics,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
AURA_1886,Moderate,Intrinsic_Skill,No,199_349,274,Below_299,199,Impulse,Challenge_Mode,45_min,3,8,AI_Coaching,Definitely,Integration with Instagram for direct sharing would be amazing,No,Subscribe_Immediately
AURA_1678,Not_Motivated,Social_Content,Yes_Somewhat,99_199,149,Below_299,199,Impulse,Guided_Freestyle,45_min,4,8,AI_Coaching,Probably,Need to support Hindi language tutorials,Definitely,Pay_Per_Session
AURA_0412,LinkedIn_Only,Quality_Time,No,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,60_min,3,8,Skill_Progress,Maybe,Kids mode is a must for my family visits,Definitely,Pay_Per_Session
AURA_0607,Strong_Yes,Status_Signal,Yes_Somewhat,349_499,424,499_799,649,Impulse,Challenge_Mode,60_min,4,10,Skill_Progress,Definitely,"I want to learn Madhubani properly, not just doodle",Probably,Subscribe_Immediately
AURA_1978,Moderate,Intrinsic_Skill,Yes_Strongly,349_499,424,299_499,399,Planned,Guided_Freestyle,45_min,4,10,AI_Coaching,Probably,Kids mode is a must for my family visits,Maybe,Subscribe_Immediately
AURA_1774,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,99_199,149,299_499,399,Impulse,Challenge_Mode,45_min,3,7,Supply_Quality,Probably,The AI coaching should feel like a real teacher,Probably,Subscribe_Immediately
AURA_1588,Strong_Yes,Wellness,No,199_349,274,No_Box,0,Social_Proof,Guided_Stepwise,90_min,3,9,Pod_Aesthetics,No,"The pod should feel like a premium spa, not a DIY store",Probably,Try_Free_Trial
AURA_1246,Strong_Yes,Wellness,Yes_Somewhat,349_499,424,499_799,649,Offer_Driven,Guided_Freestyle,45_min,5,9,Community_Gallery,No,I'd love a date night version with my partner,Definitely,Subscribe_Immediately
AURA_1076,LinkedIn_Only,Wellness,Yes_Somewhat,Above_499,599,499_799,649,Planned,Meditative,60_min,4,7,Indian_Art_Content,Probably,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
AURA_0038,Strong_Yes,Social_Content,Neutral,349_499,424,Below_299,199,Social_Proof,Guided_Stepwise,20_min,2,10,Supply_Quality,,Clean and hygienic environment is non-negotiable,Definitely,Try_Free_Trial
AURA_0138,Not_Motivated,Wellness,Yes_Strongly,349_499,424,799_1199,999,Social_Proof,Guided_Freestyle,60_min,2,9,AI_Coaching,Definitely,Need to support Hindi language tutorials,Definitely,Pay_Per_Session
AURA_0136,LinkedIn_Only,Social_Content,Yes_Somewhat,Below_99,60,299_499,399,Impulse,Guided_Freestyle,60_min,3,8,Skill_Progress,No,I'd love a date night version with my partner,No,Pay_Per_Session
AURA_1781,Strong_Yes,Social_Content,Neutral,99_199,149,Below_299,199,Impulse,Guided_Stepwise,60_min,4,7,Skill_Progress,Maybe,Integration with Instagram for direct sharing would be amazing,Definitely,Try_Free_Trial
AURA_0114,Strong_Yes,Social_Content,No,Below_99,60,299_499,399,Planned,Challenge_Mode,20_min,3,8,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Not_Interested_Sub
AURA_1331,LinkedIn_Only,Intrinsic_Skill,Yes_Somewhat,No_Subscription,0,499_799,649,Social_Proof,Challenge_Mode,90_min,4,9,Pod_Aesthetics,Probably,I'd love a date night version with my partner,Probably,Pay_Per_Session
AURA_0659,Strong_Yes,Social_Content,Yes_Somewhat,99_199,149,299_499,399,Social_Proof,Guided_Freestyle,60_min,4,8,Community_Gallery,Probably,The artwork should be worth showing — printable quality,Definitely,Try_Free_Trial
AURA_1934,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,No_Subscription,0,No_Box,0,Planned,Guided_Stepwise,45_min,5,10,Supply_Quality,Definitely,I want to see my progress visually tracked over time,Definitely,Not_Interested_Sub
AURA_0828,LinkedIn_Only,Status_Signal,Yes_Somewhat,99_199,149,299_499,399,Impulse,Guided_Freestyle,90_min,5,10,Pod_Aesthetics,Maybe,"The pod should feel like a premium spa, not a DIY store",Definitely,Try_Free_Trial
AURA_1418,Moderate,Quality_Time,Yes_Strongly,99_199,149,,649,Impulse,Challenge_Mode,60_min,5,8,Indian_Art_Content,Probably,Would love a monthly challenge or competition,Probably,Try_Free_Trial
AURA_0146,LinkedIn_Only,Quality_Time,Yes_Strongly,99_199,149,499_799,649,Planned,Challenge_Mode,60_min,3,8,Supply_Quality,Probably,"The pod should feel like a premium spa, not a DIY store",Definitely,Pay_Per_Session
AURA_1326,LinkedIn_Only,Status_Signal,Yes_Strongly,349_499,424,299_499,399,Social_Proof,Challenge_Mode,60_min,3,8,Community_Gallery,No,Kids mode is a must for my family visits,No,Try_Free_Trial
AURA_1629,Moderate,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Stepwise,60_min,3,9,AI_Coaching,Definitely,Corporate team building package must have good group pricing,Probably,Try_Free_Trial
AURA_0303,Not_Motivated,Status_Signal,Yes_Somewhat,199_349,274,799_1199,999,Impulse,Guided_Stepwise,90_min,3,9,Pod_Aesthetics,Definitely,Need to support Hindi language tutorials,Definitely,Subscribe_Immediately
AURA_1848,Strong_Yes,Wellness,Yes_Strongly,Below_99,60,299_499,399,Offer_Driven,Guided_Stepwise,20_min,2,8,Indian_Art_Content,,Clean and hygienic environment is non-negotiable,Probably,Try_Free_Trial
AURA_0958,Moderate,Intrinsic_Skill,Neutral,199_349,274,,199,Planned,Guided_Stepwise,45_min,5,10,Indian_Art_Content,Probably,Location in Phoenix Mall Wakad would be perfect,Maybe,Try_Free_Trial
AURA_1717,Strong_Yes,Quality_Time,Yes_Somewhat,99_199,149,799_1199,999,Planned,Guided_Stepwise,90_min,3,7,AI_Coaching,Definitely,The AI coaching should feel like a real teacher,Probably,Not_Interested_Sub
AURA_0724,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Planned,Guided_Stepwise,45_min,4,8,AI_Coaching,Maybe,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_0730,LinkedIn_Only,Quality_Time,No,199_349,274,Below_299,199,Planned,Meditative,60_min,5,7,Pod_Aesthetics,Probably,I want to see my progress visually tracked over time,Probably,Not_Interested_Sub
AURA_0787,LinkedIn_Only,Status_Signal,Yes_Strongly,199_349,274,,999,Social_Proof,Guided_Stepwise,20_min,3,9,,No,The AI coaching should feel like a real teacher,Definitely,Subscribe_Immediately
AURA_1672,LinkedIn_Only,Wellness,Yes_Strongly,Above_499,599,499_799,649,Impulse,Guided_Freestyle,20_min,3,10,Pod_Aesthetics,Definitely,"The pod should feel like a premium spa, not a DIY store",Probably,Subscribe_Immediately
AURA_1933,Not_Motivated,Wellness,,99_199,149,299_499,399,Planned,Meditative,60_min,2,7,AI_Coaching,Probably,Need to support Hindi language tutorials,Probably,Try_Free_Trial
AURA_0145,Moderate,Status_Signal,Yes_Somewhat,349_499,424,No_Box,0,Planned,Challenge_Mode,90_min,2,8,Community_Gallery,Probably,Corporate team building package must have good group pricing,Definitely,Pay_Per_Session
AURA_1386,LinkedIn_Only,Status_Signal,Yes_Strongly,199_349,274,Below_299,199,Social_Proof,Guided_Freestyle,60_min,4,10,Supply_Quality,Probably,The AI coaching should feel like a real teacher,Probably,Pay_Per_Session
AURA_0766,Not_Motivated,Wellness,No,Above_499,599,499_799,649,Offer_Driven,Challenge_Mode,60_min,3,8,Supply_Quality,No,The AI coaching should feel like a real teacher,Maybe,Subscribe_Immediately
AURA_1626,Moderate,Social_Content,,Below_99,60,No_Box,0,Social_Proof,Guided_Stepwise,60_min,4,9,Community_Gallery,Maybe,Would love a monthly challenge or competition,Definitely,Try_Free_Trial
AURA_1849,Strong_Yes,Status_Signal,Yes_Strongly,199_349,274,No_Box,0,Offer_Driven,Guided_Freestyle,45_min,5,10,Supply_Quality,Definitely,"I want to learn Madhubani properly, not just doodle",Probably,Pay_Per_Session
AURA_1034,Not_Motivated,Wellness,Yes_Strongly,199_349,274,,399,Social_Proof,Meditative,45_min,4,8,AI_Coaching,No,The AI coaching should feel like a real teacher,Probably,Try_Free_Trial
AURA_1618,LinkedIn_Only,Wellness,Neutral,349_499,424,499_799,649,Social_Proof,Meditative,60_min,3,7,Supply_Quality,Probably,Corporate team building package must have good group pricing,Definitely,Pay_Per_Session
AURA_0288,Strong_Yes,Wellness,Neutral,199_349,274,499_799,649,Planned,Guided_Stepwise,60_min,2,10,,Maybe,I want to see my progress visually tracked over time,Definitely,Pay_Per_Session
AURA_1637,Moderate,Intrinsic_Skill,Neutral,349_499,424,Below_299,199,Impulse,Meditative,60_min,5,9,Pod_Aesthetics,Definitely,Clean and hygienic environment is non-negotiable,Definitely,Try_Free_Trial
AURA_1973,Not_Motivated,Social_Content,Neutral,349_499,424,799_1199,999,Planned,Guided_Stepwise,45_min,5,7,Indian_Art_Content,Maybe,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_0681,Moderate,Wellness,Yes_Somewhat,Below_99,60,299_499,399,Planned,Guided_Freestyle,60_min,4,9,Supply_Quality,Probably,Clean and hygienic environment is non-negotiable,No,Not_Interested_Sub
AURA_1196,Strong_Yes,Quality_Time,Yes_Strongly,99_199,149,299_499,399,Impulse,Challenge_Mode,60_min,3,9,Supply_Quality,No,Kids mode is a must for my family visits,Maybe,Pay_Per_Session
AURA_1276,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,99_199,149,No_Box,0,Social_Proof,Guided_Stepwise,20_min,4,9,AI_Coaching,,Corporate team building package must have good group pricing,Probably,Pay_Per_Session
AURA_1908,Moderate,Wellness,Yes_Somewhat,Below_99,60,Below_299,199,Planned,Guided_Freestyle,60_min,3,9,AI_Coaching,Maybe,The AI coaching should feel like a real teacher,Maybe,Not_Interested_Sub
AURA_0761,Strong_Yes,Social_Content,Yes_Strongly,Below_99,60,499_799,649,Social_Proof,Meditative,60_min,3,9,Community_Gallery,,Would love a monthly challenge or competition,Definitely,Pay_Per_Session
AURA_1882,Moderate,Wellness,Yes_Strongly,199_349,274,299_499,399,Impulse,Guided_Freestyle,45_min,2,9,AI_Coaching,Maybe,I'd love a date night version with my partner,Maybe,Pay_Per_Session
AURA_0231,Moderate,Wellness,Yes_Strongly,Below_99,60,299_499,399,Offer_Driven,Meditative,20_min,3,10,Pod_Aesthetics,Definitely,The artwork should be worth showing — printable quality,Probably,Not_Interested_Sub
AURA_0873,LinkedIn_Only,Wellness,Yes_Strongly,349_499,424,499_799,649,Impulse,Guided_Stepwise,60_min,4,9,AI_Coaching,No,The AI coaching should feel like a real teacher,Probably,Not_Interested_Sub
AURA_0679,Moderate,Wellness,Yes_Strongly,99_199,149,499_799,649,Impulse,Guided_Stepwise,60_min,2,9,Indian_Art_Content,Probably,Need to support Hindi language tutorials,Probably,Subscribe_Immediately
AURA_0943,LinkedIn_Only,Status_Signal,Yes_Somewhat,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,60_min,4,9,AI_Coaching,Maybe,The artwork should be worth showing — printable quality,No,Subscribe_Immediately
AURA_1410,LinkedIn_Only,Status_Signal,Yes_Strongly,349_499,424,299_499,399,Impulse,Meditative,60_min,3,10,AI_Coaching,Probably,Corporate team building package must have good group pricing,Probably,Subscribe_Immediately
AURA_0357,LinkedIn_Only,Status_Signal,Neutral,Below_99,60,299_499,399,Social_Proof,Guided_Freestyle,90_min,5,9,AI_Coaching,,Would love a monthly challenge or competition,Maybe,Pay_Per_Session
AURA_0416,Not_Motivated,Quality_Time,Neutral,Below_99,60,Below_299,199,Impulse,Meditative,60_min,4,10,Indian_Art_Content,Definitely,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_1758,LinkedIn_Only,Quality_Time,Yes_Strongly,Above_499,599,499_799,649,Planned,Guided_Freestyle,60_min,3,9,Indian_Art_Content,,Good quality brushes and paints — not cheap materials,Definitely,Subscribe_Immediately
AURA_0719,Strong_Yes,Quality_Time,Yes_Somewhat,349_499,424,499_799,649,Offer_Driven,Guided_Stepwise,60_min,4,10,Supply_Quality,No,I'd love a date night version with my partner,Definitely,Subscribe_Immediately
AURA_0976,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,199_349,274,499_799,649,Social_Proof,Guided_Stepwise,90_min,5,10,Indian_Art_Content,,Clean and hygienic environment is non-negotiable,Probably,Subscribe_Immediately
AURA_1216,Strong_Yes,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Social_Proof,Guided_Freestyle,90_min,5,8,AI_Coaching,Probably,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_0785,Moderate,Social_Content,Neutral,349_499,424,499_799,649,Social_Proof,Guided_Stepwise,45_min,5,7,Indian_Art_Content,Definitely,Good quality brushes and paints — not cheap materials,Probably,Pay_Per_Session
AURA_1536,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,349_499,424,,649,Planned,Guided_Stepwise,60_min,5,10,AI_Coaching,Maybe,"I want to learn Madhubani properly, not just doodle",Probably,Try_Free_Trial
AURA_0665,Strong_Yes,Wellness,No,Below_99,60,299_499,399,Planned,Guided_Stepwise,60_min,4,9,AI_Coaching,Probably,The AI coaching should feel like a real teacher,Definitely,Pay_Per_Session
AURA_0210,Moderate,Social_Content,Neutral,349_499,424,299_499,399,Offer_Driven,Guided_Stepwise,60_min,5,7,Supply_Quality,Probably,Integration with Instagram for direct sharing would be amazing,No,Subscribe_Immediately
AURA_1782,Moderate,Intrinsic_Skill,Neutral,199_349,274,499_799,649,Offer_Driven,Guided_Stepwise,90_min,4,10,Pod_Aesthetics,No,I want to see my progress visually tracked over time,Probably,Pay_Per_Session
AURA_1460,Strong_Yes,Social_Content,Yes_Somewhat,199_349,274,499_799,649,Planned,Meditative,90_min,4,8,AI_Coaching,Probably,Price must be under 500 for me to try it first,Probably,Subscribe_Immediately
AURA_1260,Moderate,Intrinsic_Skill,Yes_Somewhat,Below_99,60,499_799,649,Planned,Guided_Stepwise,60_min,4,8,Supply_Quality,Definitely,Corporate team building package must have good group pricing,Definitely,Try_Free_Trial
AURA_0170,Strong_Yes,Social_Content,Yes_Somewhat,99_199,149,No_Box,0,Impulse,Challenge_Mode,20_min,4,7,Indian_Art_Content,No,Good quality brushes and paints — not cheap materials,Probably,Subscribe_Immediately
AURA_0625,Moderate,Wellness,Yes_Strongly,99_199,149,Below_299,199,Social_Proof,Meditative,60_min,4,8,AI_Coaching,,Good quality brushes and paints — not cheap materials,Maybe,Pay_Per_Session
AURA_0685,Moderate,Quality_Time,Yes_Strongly,99_199,149,299_499,399,Planned,Meditative,60_min,2,9,,Definitely,The artwork should be worth showing — printable quality,Maybe,Subscribe_Immediately
AURA_1235,Not_Motivated,Social_Content,Neutral,99_199,149,499_799,649,Social_Proof,Meditative,60_min,4,10,Indian_Art_Content,No,Clean and hygienic environment is non-negotiable,Maybe,Try_Free_Trial
AURA_0664,Moderate,Wellness,No,Below_99,60,499_799,649,Planned,Guided_Stepwise,60_min,4,7,Indian_Art_Content,Maybe,Would love a monthly challenge or competition,Probably,Not_Interested_Sub
AURA_1358,Strong_Yes,Social_Content,Yes_Somewhat,349_499,424,799_1199,999,Planned,Meditative,90_min,2,8,Community_Gallery,Definitely,I'd love a date night version with my partner,Probably,Subscribe_Immediately
AURA_0636,Not_Motivated,Quality_Time,Yes_Somewhat,No_Subscription,0,799_1199,999,Impulse,Challenge_Mode,90_min,5,9,Supply_Quality,Probably,Corporate team building package must have good group pricing,Maybe,Try_Free_Trial
AURA_0919,Strong_Yes,Wellness,Yes_Somewhat,199_349,274,299_499,399,Impulse,Guided_Stepwise,45_min,2,9,Skill_Progress,Probably,Location in Phoenix Mall Wakad would be perfect,Probably,Subscribe_Immediately
AURA_0265,Moderate,Status_Signal,Yes_Somewhat,99_199,149,Below_299,199,Planned,Guided_Freestyle,45_min,2,9,Skill_Progress,Maybe,"The pod should feel like a premium spa, not a DIY store",Probably,Not_Interested_Sub
AURA_1202,Strong_Yes,Intrinsic_Skill,Yes_Somewhat,349_499,424,299_499,399,Social_Proof,Guided_Stepwise,90_min,3,7,Indian_Art_Content,Probably,Corporate team building package must have good group pricing,Maybe,Pay_Per_Session
AURA_1523,LinkedIn_Only,Social_Content,Yes_Strongly,349_499,424,299_499,399,Offer_Driven,Challenge_Mode,20_min,5,8,Indian_Art_Content,Definitely,Need to support Hindi language tutorials,Definitely,Try_Free_Trial
AURA_0674,LinkedIn_Only,Status_Signal,Neutral,199_349,274,299_499,399,Impulse,Challenge_Mode,45_min,5,9,Pod_Aesthetics,No,Kids mode is a must for my family visits,Probably,Subscribe_Immediately
AURA_0458,Strong_Yes,Quality_Time,Neutral,99_199,149,499_799,649,Social_Proof,Guided_Freestyle,90_min,2,9,Indian_Art_Content,,Would love a monthly challenge or competition,Probably,Not_Interested_Sub
AURA_1427,Strong_Yes,Status_Signal,Yes_Somewhat,99_199,149,No_Box,0,Planned,Guided_Stepwise,60_min,4,8,Skill_Progress,Probably,Integration with Instagram for direct sharing would be amazing,Probably,Pay_Per_Session
AURA_1073,LinkedIn_Only,Intrinsic_Skill,Yes_Strongly,349_499,424,No_Box,0,Impulse,Challenge_Mode,20_min,3,9,Supply_Quality,Probably,Would love a monthly challenge or competition,No,Try_Free_Trial
AURA_1130,Strong_Yes,Social_Content,Yes_Somewhat,No_Subscription,0,499_799,649,Impulse,Guided_Stepwise,45_min,4,9,Supply_Quality,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Not_Interested_Sub
AURA_1927,Strong_Yes,Social_Content,Neutral,No_Subscription,0,No_Box,0,Offer_Driven,Challenge_Mode,45_min,5,9,Supply_Quality,Probably,Corporate team building package must have good group pricing,Probably,Not_Interested_Sub
AURA_1211,LinkedIn_Only,Quality_Time,Neutral,199_349,274,799_1199,999,Social_Proof,Guided_Stepwise,90_min,4,7,Community_Gallery,Probably,The AI coaching should feel like a real teacher,Probably,Try_Free_Trial
AURA_0420,Moderate,Quality_Time,Yes_Somewhat,199_349,274,799_1199,999,Offer_Driven,Guided_Freestyle,90_min,3,9,Supply_Quality,No,The artwork should be worth showing — printable quality,Probably,Subscribe_Immediately
AURA_1083,Strong_Yes,Wellness,,99_199,149,Below_299,199,Social_Proof,Challenge_Mode,60_min,2,9,Pod_Aesthetics,Maybe,Good quality brushes and paints — not cheap materials,Maybe,Try_Free_Trial
